ID,Row,UID,Gen,Geno,F1Num,Scale,Photo,biomass,max_width,width_0,width_10,width_20,width_30,width_40,width_50,width_60,width_70,width_80,width_90,width_100,length,length_width_ratio,shoulder_top,shoulder_bottom,tip_angle_top,tip_angle_bottom,above_tipangle_top,above_tipangle_bottom,created,modified,type
1083,1207,1103-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,4276.5433,67.1814,9.79,58.86,66.76,58.44,39.49,21.48,15.48,10.53,9.37,9.27,0.11,138.5748,2.06,163.76,207.7465,16.1245566,7.559066981,72.9707,13.6716,10/22/24 9:31,10/22/24 11:18,binary
1084,1207,1104-MAP-2024,F2,1592-ConicalxRound-F2,1592,929,1,4989.3546,69.5096,23.13,66.82,66.6,51,37.44,27.55,19.05,13.67,10.01,10.11,0.75,150.4248,2.16,124.2178,90.0981,12.33908728,9.876601174,74.1324,28.0992,10/22/24 9:31,10/22/24 11:18,binary
1085,1207,1105-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,3948.3358,74.6577,10.85,47.7,58.76,61.28,56.44,46.86,34.96,24.43,17.59,19.69,0.53,101.8251,1.36,164.8245,156.7412,60.04910201,35.85114701,64.3442,60.3525,10/22/24 9:31,10/22/24 11:18,binary
1086,1207,1106-MAP-2024,F2,1592-ConicalxRound-F2,1592,949,1,3627.5407,60.1834,20.97,57.23,59.45,50.38,38.79,29.72,24.24,18.97,15.49,9.06,0.21,110.8808,1.84,61.5892,71.9207,6.788974574,30.76271953,32.4165,5.4879,10/22/24 9:31,10/22/24 11:18,binary
1087,1207,1107-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,1735.3083,37.908,19.16,35.06,35.59,32.96,25.38,19.59,15.58,12.21,9.16,6.74,0.32,83.9241,2.21,26.4894,52.1695,19.36976203,12.33908728,24.7819,1.4969,10/22/24 9:31,10/22/24 11:18,binary
1089,1207,1109-MAP-2024,F2,1592-ConicalxRound-F2,1592,929,1,1678.0342,34.3244,21.84,33.36,32.39,27.76,22.81,16.36,11.94,10.22,7.75,6.78,0.65,90.5992,2.64,31.2252,9.9221,7.594643369,30.01836743,22.8777,8.2202,10/22/24 9:31,10/22/24 11:18,binary
1090,1207,1110-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,6133.7455,76.755,24.4,74.61,74.82,62.24,46.01,32.36,20.53,17.74,13.65,11.5,1.61,159.1,2.07,126.4138,71.4985,16.67706236,6.49934628,58.8213,26.6718,10/22/24 9:31,10/22/24 11:18,binary
1091,1207,1111-MAP-2024,F2,1592-ConicalxRound-F2,1592,949,1,1530.8978,36.7846,17.07,34.78,35.94,28.67,22.24,18.55,11.49,7.48,6.32,5.9,0.32,81.4742,2.21,28.8172,33.9607,3.691385986,20.35322915,5.7657,26.2287,10/22/24 9:31,10/22/24 11:18,binary
1092,1207,1112-MAP-2024,F2,1592-ConicalxRound-F2,1592,929,1,9568.7639,82.7444,20.66,73.6,82.21,74.78,61.76,50.79,32.93,25.07,17.86,11.19,0.11,209.9276,2.54,294.9666,279.5913,6.763105461,16.59810439,32.2672,100.1129,10/22/24 9:31,10/22/24 11:18,binary
1093,1207,1113-MAP-2024,F2,1592-ConicalxRound-F2,1592,949,1,13393.8143,118.8912,17.71,102.98,118.57,105.93,70.09,45.32,32.67,27.4,21.71,14.12,0.11,231.0368,1.94,466.2959,508.7329,16.35418349,10.33357336,20.8741,185.4452,10/22/24 9:31,10/22/24 11:18,binary
1094,1207,1114-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,5062.2615,67.08,22.47,66.22,63.75,46.76,29.56,19.67,15.59,12.15,10.86,9.03,0.65,168.0225,2.5,93.2012,87.0186,6.616737898,11.96948637,4.8305,89.6534,10/22/24 9:31,10/22/24 11:18,binary
1095,1207,1115-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,3631.0431,57.19,16.55,52.24,56.87,51.6,38.48,22.36,15.27,11.61,9.57,10.32,0.43,124.055,2.17,106.9415,70.0655,21.53392413,6.476124538,48.7443,33.386,10/22/24 9:31,10/22/24 11:18,binary
1096,1207,1116-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,2800.1464,45.2119,11.54,44.06,44.27,38.92,31.05,22.34,17.41,12.8,8.81,6.61,0.21,113.1871,2.5,34.9487,52.7092,20.00969389,1.986340696,40.9019,9.8706,10/22/24 9:31,10/22/24 11:18,binary
1097,1207,1117-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,2442.5381,50.7716,28.53,47,50.67,46.79,39.23,28.95,17.41,9.65,7.55,6.08,0.1,89.3748,1.76,53.7546,56.0874,27.2351467,2.105514189,18.4537,15.2736,10/22/24 9:31,10/22/24 11:18,binary
1098,1208,1118-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,1950.2957,35.9807,21.71,35.67,30.84,22.97,17.73,13.85,11.54,9.02,7.34,5.77,0.63,112.1381,3.12,19.7742,14.3712,7.001267557,10.92280472,13.0728,27.6311,10/22/24 9:31,10/22/24 11:18,binary
1099,1208,1119-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,2938.3348,49.303,30.84,48.36,47.94,40.49,30.74,21.08,14.69,10.39,7.24,7.03,0.21,117.2782,2.38,43.3118,48.4727,11.67878433,10.13574973,29.2817,24.572,10/22/24 9:31,10/22/24 11:18,binary
1100,1208,1120-MAP-2024,F2,1592-ConicalxRound-F2,1592,939,1,7336.8478,75.5085,48.78,73.17,72.95,63.37,50.69,36.53,25.99,18.74,14.27,10.22,0.21,185.523,2.46,109.8951,149.7404,10.55764688,11.94039704,86.462,10.3668,10/22/24 9:31,10/22/24 11:18,binary
1101,1208,1121-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,1384.0734,39.1277,24.55,36.3,39.02,35.04,28.32,20.98,14.06,10.07,7.76,5.77,0.21,65.038,1.66,25.0011,26.5197,21.50143432,19.98310652,3.1912,4.6327,10/22/24 9:31,10/22/24 11:18,binary
1102,1208,1122-MAP-2024,F2,1592-ConicalxRound-F2,1592,941,1,5015.3222,84.6148,36.35,72.18,82.81,84.51,79.09,68.67,54.85,37.1,20.2,13.82,0.11,92.0558,1.09,147.0203,133.2459,14.52014902,40.32862196,9.4804,63.719,10/22/24 9:31,10/22/24 11:18,binary
1103,1208,1123-MAP-2024,F2,1592-ConicalxRound-F2,1592,940,1,5303.9716,68.4152,32.24,64.37,64.05,50.43,30.11,18.94,14.58,12.66,12.13,11.17,0.43,174.496,2.55,147.0366,131.9231,9.320413447,31.09222219,67.9144,40.1554,10/22/24 9:31,10/22/24 11:18,binary
1104,1208,1124-MAP-2024,F2,1592-ConicalxRound-F2,1592,954,1,3408.9269,51.1424,14.46,50.93,46.95,33.43,22.43,18.44,14.78,12.37,9.22,7.86,0.21,142.4232,2.78,46.9415,47.1392,13.72519452,8.130102354,66.5133,0.1208,10/22/24 9:31,10/22/24 11:18,binary
1105,1208,1125-MAP-2024,F2,1592-ConicalxRound-F2,1592,940,1,2134.2274,43.4112,27.45,34.79,32.66,28.83,22.13,16.17,13.73,12.13,9.36,6.6,0.32,110.124,2.54,21.1702,8.2077,1.035353187,26.01014572,43.8461,0.1245,10/22/24 9:31,10/22/24 11:18,binary
1106,1208,1126-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,2998.9624,56.1249,42.12,52.23,55.91,54.55,49.07,41.59,33.17,25.69,21.06,17.69,1.05,79.1856,1.41,36.879,44.6739,4.289153329,54.94057303,11.1657,64.9319,10/22/24 9:31,10/22/24 11:18,binary
1107,1208,1127-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,1651.3388,36.9248,13.95,34.83,36.92,33.36,26.22,19.83,13.95,9.65,7.13,5.87,0.21,81.822,2.22,29.9639,29.5678,17.74467163,8.64280258,18.6518,9.3754,10/22/24 9:31,10/22/24 11:18,binary
1108,1208,1128-MAP-2024,F2,1592-ConicalxRound-F2,1592,939,1,8436.8079,70.29,36.85,65.5,69.76,66.88,61.56,54.95,46.75,32.38,23.32,12.99,0.43,182.6475,2.6,154.5495,107.2183,9.733382419,17.99470452,49.4749,68.9609,10/22/24 9:31,10/22/24 11:18,binary
1109,1208,1129-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,4403.8048,65.2478,23.71,58.32,64.83,64.2,61.68,58.95,54.97,48.46,39.23,27.9,0.84,87.1719,1.34,83.8506,67.9828,42.99435263,56.2435411,21.0507,41.9583,10/22/24 9:31,10/22/24 11:18,binary
1110,1208,1130-MAP-2024,F2,1592-ConicalxRound-F2,1592,954,1,5751.2579,68.8536,15.41,60.89,68.22,65.81,56.59,42.65,30.6,21.59,15.51,11.63,1.78,143.576,2.09,135.7284,148.9081,5.218017124,22.56411169,13.9485,59.605,10/22/24 9:31,10/22/24 11:18,binary
1111,1208,1131-MAP-2024,F2,1592-ConicalxRound-F2,1592,936,1,7987.1169,83.838,38.02,69.85,80.63,83.41,79.03,68.89,58.31,48.17,43.04,24.46,0.21,136.8108,1.63,247.3329,169.1545,45.13940551,37.62258097,20.7137,28.9604,10/22/24 9:31,10/22/24 11:18,binary
1112,1208,1132-MAP-2024,F2,1592-ConicalxRound-F2,1592,942,1,6881.3823,78.057,26.02,65.1,75.19,77.53,72.85,63.72,53.84,44.29,36.96,28.78,2.02,125.316,1.61,209.2263,151.3792,40.60129465,33.69006753,43.0724,97.6487,10/22/24 9:31,10/22/24 11:18,binary
1113,1208,1133-MAP-2024,F2,1592-ConicalxRound-F2,1592,942,1,5906.2935,70.9416,6.48,66.06,69.99,61.38,52.57,38.98,28.04,25.28,12.32,7.86,1.17,151.7598,2.14,115.1416,144.567,5.48755706,25.24930171,23.6847,31.4105,10/22/24 9:31,10/22/24 11:18,binary
1114,1208,1134-MAP-2024,F2,1592-ConicalxRound-F2,1592,941,1,3174.049,54.9571,30.19,48.37,54.85,52.83,47.41,40.71,31.78,22.43,14.88,10.31,0.11,92.1621,1.68,81.8211,85.7759,15.28999136,31.74528742,33.4132,13.0737,10/22/24 9:31,10/22/24 11:18,binary
1115,1208,1135-MAP-2024,F2,1592-ConicalxRound-F2,1592,941,1,1836.177,39.8625,21.26,35.4,37.52,36.04,33.48,29.66,23.81,16.58,12.01,9.25,0.21,73.1344,1.83,63.154,22.622,4.677417859,38.65980825,1.1526,45.6507,10/22/24 9:31,10/22/24 11:18,binary
1116,1208,1136-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,1699.8288,30.0756,7.31,27.22,25.52,24.25,20.44,17.37,14.93,13.24,12.07,9.64,0.21,95.6277,3.18,23.8651,16.6876,21.59531045,18.43494882,0.1794,49.861,10/22/24 9:31,10/22/24 11:18,binary
1117,1209,1137-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,1642.4438,32.8928,13.09,28.67,32.57,31.49,28.35,23.59,16.99,12.88,10.71,8.55,1.51,79.0942,2.4,48.3275,32.8505,12.52880771,23.13946176,8.3238,28.2379,10/22/24 9:31,10/22/24 11:18,binary
1118,1209,1138-MAP-2024,F2,1592-ConicalxRound-F2,1592,921,1,1781.2772,42.1368,22.37,37.9,41.81,40.07,34.43,24.43,14.44,10.32,8.14,6.41,0.22,76.1286,1.81,61.5645,32.4098,22.32865638,10.12467166,17.3017,14.9194,10/22/24 9:31,10/22/24 11:18,binary
1119,1209,1139-MAP-2024,F2,1592-ConicalxRound-F2,1592,954,1,3550.4983,48.9416,33.85,42.65,48.52,44.44,37.2,28.61,24.42,19.28,16.24,13.94,2.62,118.6336,2.42,75.783,80.308,5.992527448,11.55322519,36.6943,5.6892,10/22/24 9:31,10/22/24 11:18,binary
1120,1209,1140-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,7102.2158,62.1633,10.48,49.03,56.55,61.42,50.3,37.81,29.76,22.03,18,13.56,0.42,198.2448,3.19,283.5216,328.0444,6.465932099,31.6607511,122.69,10.6204,10/22/24 9:31,10/22/24 11:18,binary
1121,1209,1141-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,5264.3712,79.6352,12.66,56.59,73.14,79.09,78.45,73.47,62.97,48.37,38.3,20.02,0.32,94.5668,1.19,211.8659,204.0572,35.26576766,59.63933466,42.509,13.7794,10/22/24 9:31,10/22/24 11:18,binary
1122,1209,1142-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,2091.9994,44.1603,10.06,38.34,38.65,31.88,23.83,20.54,18.43,15.46,11.75,10.38,0.85,91.8153,2.08,39.3864,29.9772,3.293964988,37.06724169,48.2349,1.6374,10/22/24 9:31,10/22/24 11:18,binary
1123,1209,1143-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,1358.3325,32.6764,8.44,31.27,32.35,28.24,20.45,13.96,10.17,7.57,6.49,5.52,0.65,79.8516,2.44,33.67,23.4028,19.59228189,1.941486391,24.234,4.8819,10/22/24 9:31,10/22/24 11:18,binary
1124,1209,1144-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,6432.8935,63.3282,10.27,56.34,61.53,57.19,47.23,39.92,31.45,22.34,17.05,13.13,0.11,174.735,2.76,82.8102,252.7482,10.51479009,20.55604522,86.6905,3.0841,10/22/24 9:31,10/22/24 11:18,binary
1125,1209,1145-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,3812.6877,60.4689,9.53,49.67,59.2,59.83,53.9,42.68,26.26,17.47,14.61,10.59,0.21,107.3826,1.78,138.1665,140.3421,19.06919354,23.66647438,16.026,49.4685,10/22/24 9:31,10/22/24 11:18,binary
1126,1209,1146-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,2508.4167,48.2572,11.25,47.93,44.79,32.35,17.64,12.66,11.14,9.85,9.74,8.22,1.3,115.9904,2.4,42.7783,33.3305,12.14024796,9.89392067,28.4486,10.5833,10/22/24 9:31,10/22/24 11:18,binary
1127,1209,1147-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,11165.8574,86.6262,44.48,72.65,84.3,80.91,63.43,44.27,30.71,22.24,16.63,10.48,0.11,245.3703,2.83,650.9973,245.9408,2.469446789,22.543061,70.4402,29.1473,10/22/24 9:31,10/22/24 11:18,binary
1128,1209,1148-MAP-2024,F2,1592-ConicalxRound-F2,1592,942,1,2914.9918,43.6482,11.58,36,42.16,43.33,39.83,32.07,24.85,14.12,10.73,10.3,1.38,107.1558,2.45,83.0093,91.8403,4.969740728,21.98524558,14.8199,55.8283,10/22/24 9:31,10/22/24 11:18,binary
1129,1209,1149-MAP-2024,F2,1592-ConicalxRound-F2,1592,922,1,7189.4426,88.4275,15.52,74.65,86.47,86.58,78.23,65.32,48.72,33.09,21.7,14.32,0.11,133.889,1.51,257.3061,223.2725,24.31234143,19.56164946,14.1385,79.9571,10/22/24 9:31,10/22/24 11:18,binary
1130,1209,1150-MAP-2024,F2,1592-ConicalxRound-F2,1592,943,1,8601.158,90.312,55.33,80.88,89.78,88.3,76.74,59.25,41.98,30.1,20.03,13.46,0.21,160.59,1.78,212.7874,174.8434,29.87220504,6.132222498,97.8993,0.7528,10/22/24 9:31,10/22/24 11:18,binary
1131,1209,1151-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,1487.9025,33.4644,10.8,27.53,26.26,20.12,14.72,12.5,9.53,8.58,8.15,8.05,0.21,100.2873,3,30.8407,16.6764,5.2623954,32.00538321,30.9304,18.011,10/22/24 9:31,10/22/24 11:18,binary
1132,1209,1152-MAP-2024,F2,1592-ConicalxRound-F2,1592,953,1,2487.1814,53.6039,33.15,49.41,53.39,49.51,41.86,30.95,20.35,14.48,11.01,10.18,0.31,81.7171,1.52,58.3433,52.7202,6.390495315,32.61924307,39.1193,9.6065,10/22/24 9:31,10/22/24 11:18,binary
1133,1209,1153-MAP-2024,F2,1592-ConicalxRound-F2,1592,954,1,2108.3044,44.1208,31.13,42.44,43.49,38.46,30.29,21.8,14.99,10.58,9.85,8.49,0.63,88.032,2,31.8618,29.0062,11.80243421,22.68055961,3.8441,32.9162,10/22/24 9:31,10/22/24 11:18,binary
1134,1209,1154-MAP-2024,F2,1592-ConicalxRound-F2,1592,940,1,1627.7163,37.3464,28.83,36.81,33.52,25.32,17.34,11.6,9.04,7.55,6.28,5.32,0.11,94.2704,2.52,17.5135,10.0757,0.403484735,25.915835,11.7625,14.604,10/22/24 9:31,10/22/24 11:18,binary
1135,1209,1155-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,2467.1603,52.3688,13.53,48.8,52.37,49.56,42.41,33.22,22.94,15.91,10.82,7.36,1.41,81.2582,1.55,56.9908,37.7676,28.44292862,1.909152433,11.2624,11.555,10/22/24 9:31,10/22/24 11:18,binary
1136,1209,1156-MAP-2024,F2,1592-ConicalxRound-F2,1592,952,1,1998.601,40.11,25.83,38.32,39.59,35.07,26.98,20.27,14.17,9.87,9.66,7.14,0.1,91.14,2.27,33.2514,33.4057,1.648344505,28.02968098,25.0267,12.4582,10/22/24 9:31,10/22/24 11:18,binary
1137,1209,1157-MAP-2024,F2,1592-ConicalxRound-F2,1592,923,1,1216.7902,34.3311,12.89,29.89,33.79,33.79,31.52,27.29,22.85,18.63,11.91,8.23,0.43,52.2006,1.52,25.3813,27.1758,34.03212782,28.61045967,12.9839,12.4678,10/22/24 9:31,10/22/24 11:18,binary
1138,1209,1158-MAP-2024,F2,1592-ConicalxRound-F2,1592,944,1,3384.4951,57.9273,7.1,44.27,56.34,56.97,50.09,35.05,19.49,12.5,10.17,9.32,0.11,108.9711,1.88,140.2861,206.9693,12.96925346,17.49232453,4.0485,51.7451,10/22/24 9:31,10/22/24 11:18,binary
1139,1209,1159-MAP-2024,F2,1592-ConicalxRound-F2,1592,942,1,3847.4932,60.1092,11.04,47.9,58.52,59.26,53.74,43.86,32.6,24.43,18.8,14.66,0.32,102.6954,1.71,128.1118,149.0107,33.8603368,17.8786966,4.9061,65.5616,10/22/24 9:31,10/22/24 11:18,binary
1140,1209,1160-MAP-2024,F2,1592-ConicalxRound-F2,1592,924,1,2087.2019,43.28,11.36,35.27,41.22,41.77,34.95,26.51,15.91,9.74,7.47,5.73,1.08,91.6454,2.12,95.0628,112.0266,24.85523713,8.777817386,11.2741,19.0945,10/22/24 9:31,10/22/24 11:18,binary
1141,1209,1161-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,14045.9743,101.904,8.34,93.14,99.05,94.72,85.43,71.49,52.59,31.57,19.64,13.09,1.48,235.0656,2.31,329.9241,329.2997,15.09157268,7.045769125,44.3936,102.0126,10/22/24 9:31,10/22/24 11:18,binary
1142,1209,1162-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,7424.4417,84.9024,7.71,79.83,83.95,79.52,69.38,54.81,38.65,25.13,19.85,13.41,0.32,149.0016,1.75,155.7399,127.4489,29.33367463,8.307488102,31.0231,75.4613,10/22/24 9:31,10/22/24 11:18,binary
1143,1209,1163-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,1478.6369,34.0032,7.29,32.21,33.48,31.47,25.56,17.64,14.78,12.14,9.5,7.71,0.21,74.1312,2.18,27.4881,30.9116,26.56505118,13.0693179,34.3127,3.2785,10/22/24 9:31,10/22/24 11:18,binary
1144,1209,1164-MAP-2024,F2,1592-ConicalxRound-F2,1592,931,1,1355.1613,40.5972,12.67,34.8,39.2,39.2,35.98,29.96,22.12,15.25,9.99,8.16,0.75,54.1296,1.33,44.9625,25.734,26.28141102,23.36911316,9.4124,14.0955,10/22/24 9:31,10/22/24 11:18,binary
1145,1209,1165-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,4936.7503,59.5998,11.58,57.7,57.28,44.44,33.8,27.17,25.17,20.32,14.53,9.37,0.21,156.0546,2.62,87.6957,68.4135,6.976196477,23.4897251,55.9838,10.9772,10/22/24 9:31,10/22/24 11:18,binary
1146,1209,1166-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,4875.085,67.94,8.49,65.25,66.86,56.87,39.56,27.63,18.6,13.44,11.39,9.24,1.61,144.3725,2.12,146.2212,52.4307,8.986310823,14.09893029,50.8128,26.9723,10/22/24 9:31,10/22/24 11:18,binary
1147,1209,1167-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,2987.4974,49.2804,11.48,44.65,49.07,44.33,35.59,28.85,22.53,16.32,14.32,10.64,0.42,103.9311,2.11,58.3455,83.1496,27.71368483,14.88626685,51.2713,5.3334,10/22/24 9:31,10/22/24 11:18,binary
1148,1209,1168-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,8292.7072,71.165,9.24,68.48,69.44,63.85,55.15,43.32,32.79,29.24,23.11,19.24,0.65,189.9525,2.67,169.7266,108.9985,18.556338,14.84317292,46.9415,157.7313,10/22/24 9:31,10/22/24 11:18,binary
1149,1210,1169-MAP-2024,F2,1592-ConicalxRound-F2,1592,931,1,1531.6316,33.4014,13.42,29.21,32.76,31.47,27.17,22.77,18.69,14.18,11.81,9.45,0.43,72.1728,2.16,30.048,36.6229,49.84400038,13.53585637,4.1179,23.5655,10/22/24 9:31,10/22/24 11:18,binary
1150,1210,1170-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,1263.3326,27.5886,12.53,26.43,22.01,16.32,12.53,9.69,9.06,7.06,6.11,5.48,0.74,97.8237,3.55,13.5164,10.4339,8.399094648,8.022403647,9.946,17.7742,10/22/24 9:31,10/22/24 11:18,binary
1151,1210,1171-MAP-2024,F2,1592-ConicalxRound-F2,1592,932,1,1037.6237,31.5462,14.49,23.71,22.32,18.35,14.38,10.3,9.34,7.51,5.9,5.26,0.54,79.8312,2.53,11.1218,10.5347,16.38954033,5.758260164,1.773,25.9855,10/22/24 9:31,10/22/24 11:18,binary
1152,1210,1172-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,1292.6495,27.7992,8.53,26.11,26.11,22.32,17.69,13.16,11.58,9.37,7.37,6,0.21,83.6082,3.01,8.6265,12.6072,12.43323519,15.40770364,24.6377,2.6611,10/22/24 9:31,10/22/24 11:18,binary
1153,1210,1173-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,866.6263,26.3375,8.92,24.51,25.8,23.97,21.71,19.13,15.48,11.29,8.17,6.45,2.15,51.385,1.95,20.651,13.3475,10.43747535,24.72731439,10.8513,1.9992,10/22/24 9:31,10/22/24 11:18,binary
1154,1210,1174-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,1001.9153,44.935,8.06,25.91,25.16,24.29,20.86,16.98,13.87,11.5,11.61,11.07,0.54,58.05,1.29,13.0701,7.7311,53.44752725,11.18175421,7.6387,21.2173,10/22/24 9:31,10/22/24 11:18,binary
1155,1210,1175-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,978.7883,28.4064,7.29,23.76,27.24,27.88,24.82,19.85,15.31,11.09,8.13,7.18,1.16,55.2288,1.94,28.8597,28.6924,9.462322208,28.70595254,3.167,18.6228,10/22/24 9:31,10/22/24 11:18,binary
1156,1210,1176-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,476.6426,22.2816,7.29,21.86,22.07,20.49,18.06,14.57,11.93,9.5,7.81,7.18,0.42,33.1584,1.49,7.0477,4.0145,32.61924307,35.75388725,5.5199,7.1034,10/22/24 9:31,10/22/24 11:18,binary
1157,1210,1177-MAP-2024,F2,1592-ConicalxRound-F2,1592,932,1,898.8195,29.2929,13.95,27.58,28.97,25.86,18.99,13.63,10.09,8.05,6.01,5.58,0.21,57.5128,1.96,21.5183,20.4246,39.54244651,9.89392067,0.1497,16.3719,10/22/24 9:31,10/22/24 11:18,binary
1158,12XX,1178-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,939.1058,30.4317,14.22,27.38,30.12,29.06,24.96,19.38,15.27,13.06,11.27,9.06,0.42,48.8592,1.61,26.7666,18.6391,45,21.39981013,9.5358,9.2586,10/22/24 9:31,10/22/24 11:18,binary
1159,12XX,1179-MAP-2024,F2,1592-ConicalxRound-F2,1592,931,1,1004.5622,36.6234,8.16,23.2,22.98,19.87,15.57,12.03,9.88,8.81,8.16,8.27,0.32,72.1728,1.97,20.901,11.5463,36.52885537,4.763641691,3.0913,28.214,10/22/24 9:31,10/22/24 11:18,binary
1160,12XX,1180-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,616.3803,24.7104,7.5,22.81,24.5,23.76,20.17,14.47,10.45,7.71,7.39,5.6,0.42,42.24,1.71,13.0471,9.2222,27.27676338,22.10944834,0.2342,10.6495,10/22/24 9:31,10/22/24 11:18,binary
1161,12XX,1181-MAP-2024,F2,1592-ConicalxRound-F2,1592,950,1,320.978,17.3745,13.27,14.11,12.95,12.21,11.27,9.48,7.9,6.95,5.79,5.27,1.26,33.4854,1.93,0.6653,12.5406,15.35013649,18.43494882,0.8427,5.3112,10/22/24 9:31,10/22/24 11:18,binary
1162,12XX,1182-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,437.2885,24.94,9.24,16.66,14.94,11.82,9.35,8.06,7.31,7.31,6.77,6.67,0.54,44.505,1.78,3.3166,2.7157,34.87532834,9.462322208,1.2365,14.064,10/22/24 9:31,10/22/24 11:18,binary
1163,12XX,1183-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,878.3674,25.6925,8.6,21.61,25.37,22.57,17.2,12.15,9.03,6.45,6.13,5.38,0.11,63.855,2.49,25.9322,24.7535,18.07232215,10.7288593,12.1803,14.168,10/22/24 9:31,10/22/24 11:18,binary
1164,12XX,1184-MAP-2024,F2,1592-ConicalxRound-F2,1592,930,1,677.9936,23.865,9.57,23.54,23.54,22.25,19.03,14.19,10,7.52,6.45,5.48,2.04,47.3,1.98,9.9846,2.8659,13.65041913,15.9453959,0.5778,8.4707,10/22/24 9:31,10/22/24 11:18,binary
1165,12XX,1185-MAP-2024,F2,1592-ConicalxRound-F2,1592,946,1,466.9989,20.9286,7.72,18.39,19.24,18.29,15.75,13,10.46,8.03,6.66,5.81,1.59,37.5235,1.79,3.1171,17.9207,28.53998519,3.012787504,6.5359,0.4804,10/22/24 9:31,10/22/24 11:18,binary
1166,12XX,1186-MAP-2024,F2,1592-ConicalxRound-F2,1592,947,1,815.9673,23.4432,6.55,20.38,19.75,17,13.62,12.36,11.4,9.29,8.13,6.23,0.11,64.0992,2.73,9.4898,22.0908,28.65182845,7.633330587,17.753,0.959,10/22/24 9:31,10/22/24 11:18,binary
1167,12XX,1187-MAP-2024,F2,1592-ConicalxRound-F2,1592,946,1,512.5603,20.083,7.4,17.12,19.45,19.77,17.97,14.9,11.42,9.72,8.14,5.92,0.21,38.4748,1.92,12.0551,15.3622,28.12373538,31.10880883,8.4129,5.698,10/22/24 9:31,10/22/24 11:18,binary
2001,1214,1212-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,955,1,7046.4863,89.0997,55.39,74.23,82.61,86.69,85.85,79.57,71.51,59.89,39.68,19.89,0.21,111.6102,1.25,128.2565,166.7882,41.44582176,38.29016319,2.5761,25.4211,10/22/24 9:31,10/22/24 11:18,binary
2002,1214,1213-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,5883.9174,72.3297,41.62,53.59,60.36,65.13,69.58,72.12,70.95,64.81,50.41,27.11,0.11,105.1587,1.45,108.9967,120.391,49.62657071,51.51530055,28.0819,14.7026,10/22/24 9:31,10/22/24 11:18,binary
2003,1214,1214-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,8650.5549,88.8501,42.15,65.34,68.83,67.56,66.19,60.36,51.57,51.26,56.76,52.1,4.24,149.8485,1.69,124.2265,110.7014,57.37154613,32.86317554,143.1683,195.8442,10/22/24 9:31,10/22/24 11:18,binary
