ID,Row,UID,Gen,Geno,F1Num,Scale,Photo,biomass,max_width,width_0,width_10,width_20,width_30,width_40,width_50,width_60,width_70,width_80,width_90,width_100,length,length_width_ratio,shoulder_top,shoulder_bottom,tip_angle_top,tip_angle_bottom,above_tipangle_top,above_tipangle_bottom,created,modified,type
2004,1214,1215-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,955,1,8809.2671,86.2728,36.85,68.06,79.26,83.55,85.44,85.23,79.57,65.02,48.58,30.89,0.21,135.5865,1.57,197.8657,289.0484,44.44103452,45.41219274,21.7269,28.622,10/22/24 9:31,10/22/24 11:18,binary
2005,1214,1216-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,945,1,10023.9382,110.4552,43.06,76.49,90.14,101.67,109.08,110.35,107.28,98.29,79.88,43.48,0.21,119.025,1.08,341.3724,222.8542,62.98228278,58.2608592,12.6264,5.1827,10/22/24 9:31,10/22/24 11:18,binary
2006,1214,1217-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,10861.3753,92.2389,55.49,80.27,88.21,90.76,90.86,86.41,74.34,54.75,29.23,9.53,0.11,170.6049,1.85,256.2808,194.7676,5.31454567,38.1964367,0,30.1566,10/22/24 9:31,10/22/24 11:18,binary
2007,1214,1218-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,10140.6219,85.1436,40.24,67.25,79.32,84.3,83.34,79.42,71.38,62.59,52.84,35.58,0.53,158.0028,1.86,326.0594,257.6266,29.27801792,51.73436936,74.0514,42.8181,10/22/24 9:31,10/22/24 11:18,binary
2008,1214,1219-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,955,1,5221.4627,67.3221,27.43,50.47,59.89,65.23,66.9,65.12,59.57,49.31,33.61,15.29,0.1,108.1551,1.61,147.0893,174.4397,34.64094751,36.92541679,6.3799,0.8989,10/22/24 9:31,10/22/24 11:18,binary
2009,1214,1220-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,955,1,12846.6596,91.2984,51.3,70.99,79.89,82.92,84.91,85.12,78.73,74.02,60.62,33.71,0.63,188.0412,2.06,171.6663,314.8641,10.84849993,54.81005143,184.6564,0.5262,10/22/24 9:31,10/22/24 11:18,binary
2010,1214,1221-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,4992.1564,66.8196,15.06,55.09,63.16,66.07,65.31,60.26,51.76,42.39,32.5,16.03,0.22,105.2328,1.57,109.4677,150.6961,52.8640248,13.3428337,0.1737,30.218,10/22/24 9:31,10/22/24 11:18,binary
2011,1214,1222-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,3272.6008,62.1984,13.73,52.69,60.09,61.99,60.19,55.33,47.94,37.49,23.76,13.94,1.48,75.0816,1.21,94.1509,67.4211,44.49297094,21.97450799,15.4446,13.9392,10/22/24 9:31,10/22/24 11:18,binary
2012,1214,1223-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,7013.0545,80.5924,10.65,65.42,75,79.84,80.05,77.79,69.62,54.12,39.17,20.77,2.69,119.1132,1.48,242.7856,105.0682,44.6744593,31.15379159,1.9451,4.1448,10/22/24 9:31,10/22/24 11:18,binary
2013,1214,1224-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,11884.8742,98.1024,13.83,73.08,85.96,94.3,96.84,93.35,84.27,66.53,50.9,26.51,0.11,169.1712,1.72,307.0081,384.7888,43.03303924,31.68236603,0.0781,77.2343,10/22/24 9:31,10/22/24 11:18,binary
2014,1214,1225-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,3310.0136,71.3856,13.09,60.51,66.42,70.01,71.28,69.91,66.11,58.71,46.68,24.82,0.53,59.3472,0.83,87.0921,38.7398,68.71359489,57.07766916,6.1332,0.1115,10/22/24 9:31,10/22/24 11:18,binary
2015,1214,1226-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,6221.8882,61.6548,14.31,50.25,57.89,60.47,58.75,53.69,51.43,44.22,31.1,17.22,2.69,139.88,2.27,219.8269,121.1497,19.82813377,31.80687112,0.0116,34.3281,10/22/24 9:31,10/22/24 11:18,binary
2016,1215,1227-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,2339.6569,46.3756,16.79,42.93,46.16,44.87,43.58,42.61,41.21,38.09,32.6,21.74,0.22,62.946,1.36,43.023,23.0513,46.19348942,61.20207015,1.6904,24.5449,10/22/24 9:31,10/22/24 11:18,binary
2017,1215,1228-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,946,1,8944.5726,75.1527,9.83,56.02,67.65,69.87,71.98,75.05,73.04,68.6,56.66,33.3,1.9,150.094,2,210.4785,288.362,32.74798134,51.06771063,78.8219,9.1391,10/22/24 9:31,10/22/24 11:18,binary
2018,1215,1229-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,11275.6152,87.3712,15.39,72.63,79.19,83.39,86.19,86.62,81.99,74.03,58.1,38.52,0.11,162.0456,1.85,231.8099,105.4039,49.07777127,38.39791977,139.8362,14.588,10/22/24 9:31,10/22/24 11:18,binary
2019,1215,1230-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,9149.7912,103.2768,10.14,88.18,95.99,100.95,102.96,102.64,98.84,90.18,74.87,43.19,0.95,109.4016,1.06,167.5826,157.7137,64.93894453,56.20343487,32.4728,23.9531,10/22/24 9:31,10/22/24 11:18,binary
2020,1215,1231-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,946,1,8893.0674,89.1051,10.78,54.54,57.71,55.6,54.75,54.54,58.03,58.56,52.22,40.27,0.11,172.8195,1.94,96.8096,122.484,52.21902082,22.58880191,14.5466,255.9953,10/22/24 9:31,10/22/24 11:18,binary
2021,1215,1232-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,8287.9807,82.775,14.62,72.56,77.29,81.7,81.81,77.08,70.09,58.27,44.83,27.41,0.21,133.1925,1.61,160.9323,193.6827,42.11485535,40.81508387,47.6349,73.5902,10/22/24 9:31,10/22/24 11:18,binary
2022,1215,1233-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,1972.5418,52.9056,12.25,45.62,49.63,52.06,52.8,51.96,49.95,46.36,40.23,30.62,0.42,44.6688,0.84,36.688,31.7814,66.84491425,69.91802252,19.8048,34.3796,10/22/24 9:31,10/22/24 11:18,binary
2023,1215,1234-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,11194.1541,96.5172,18.08,74.46,86.83,93.18,94.8,92.75,86.19,69.94,50.14,31.1,0.65,158.2796,1.64,266.8789,356.9887,43.49914391,35.88213725,50.6295,26.6636,10/22/24 9:31,10/22/24 11:18,binary
2024,1215,1235-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,3238.8552,73.4908,13.99,65.64,71.12,73.28,72.74,69.72,64.13,55.2,41.86,16.46,0.75,58.104,0.79,77.7099,42.0967,68.29011724,45.98211716,0.3705,15.8615,10/22/24 9:31,10/22/24 11:18,binary
2025,1215,1236-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,11589.4858,101.1575,12.79,72.13,87.4,96.11,100.51,99.87,93.52,81.38,61.38,34.08,0.21,153.295,1.52,337.4772,358.3593,48.08765128,43.84654955,2.0801,83.2743,10/22/24 9:31,10/22/24 11:18,binary
2026,1215,1237-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,946,1,10556.7294,80.5434,9.51,65.11,72.4,74.41,77.16,75.26,67.12,57.61,43.65,29.38,0.11,178.4216,2.22,130.3048,284.2617,45.73317836,17.47477426,63.7502,95.8376,10/22/24 9:31,10/22/24 11:18,binary
2027,1215,1238-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,6634.2786,95.6736,12.67,76.24,86.38,92.93,95.46,94.41,89.76,79.41,61.04,41.71,1.37,88.3872,0.92,154.6694,163.0552,59.55642432,63.93900426,37.5466,58.1655,10/22/24 9:31,10/22/24 11:18,binary
2028,1215,1239-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,4593.4591,80.9475,15.05,61.49,71.7,78.69,80.84,78.47,72.89,62.78,48.59,29.02,0.86,75.465,0.93,154.692,106.2713,67.9128284,41.7602997,29.8267,3.8713,10/22/24 9:31,10/22/24 11:18,binary
2029,1215,1240-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,8100.9278,74.2368,11.72,59.88,72.23,73.6,73.29,70.01,63.89,56.81,47.52,31.79,0.95,140.976,1.9,170.8946,246.222,49.77379512,33.00504193,24.8341,58.0317,10/22/24 9:31,10/22/24 11:18,binary
2030,1215,1241-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,2732.51,54.0725,15.91,40.96,48.59,52.35,53.96,52.89,47.73,37.3,23.65,14.94,0.11,70.09,1.3,86.8914,83.2281,33.17851166,45.81457705,0.416,41.198,10/22/24 9:31,10/22/24 11:18,binary
2031,1215,1242-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,3281.1429,60.2,15.48,45.58,54.29,58.59,59.55,58.05,53.43,46.33,34.08,19.35,0.32,72.885,1.21,86.7412,113.413,49.17298448,50.92236302,16.5486,30.1503,10/22/24 9:31,10/22/24 11:18,binary
2032,1215,1243-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,948,1,7249.6327,62.3505,10.97,49.06,53.7,55.18,55.81,52.12,47.79,45.15,39.98,31.02,0.32,159.4105,2.56,72.0572,219.0322,2.838787841,56.16367681,20.2459,172.4521,10/22/24 9:31,10/22/24 11:18,binary
2033,1215,1244-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,1588.3026,43.9675,15.48,38.16,41.49,43.54,43.75,42.03,38.38,31.39,20.75,10.11,0.32,48.59,1.11,22.5925,33.3282,41.18592517,48.71528911,3.8367,3.1664,10/22/24 9:31,10/22/24 11:18,binary
2034,1215,1245-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,14458.6415,110.4576,12.99,79.2,90.92,102.43,108.24,107.18,91.03,70.44,51.64,29.78,0.53,189.1296,1.71,529.5112,273.1972,23.36703625,44.3947854,28.2798,97.2622,10/22/24 9:31,10/22/24 11:18,binary
2035,1216,1246-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,947,1,7541.9436,82.1568,11.51,61.46,72.02,78.67,81.95,81.1,76.77,68.85,56.5,33.37,0.32,118.6944,1.44,214.7417,198.3269,43.86397196,57.81489411,49.7351,14.6529,10/22/24 9:31,10/22/24 11:18,binary
2036,1216,1247-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,946,1,5708.0363,78.9579,11.63,55.7,62.79,68.39,73.14,76.95,78.54,75.79,69.44,54.12,0.53,89.845,1.14,121.5232,102.2841,74.36649965,41.65967792,96.642,15.2393,10/22/24 9:31,10/22/24 11:18,binary
2037,1216,1248-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,15322.7092,100.9425,14.51,87.29,96.53,94.17,93.63,92.56,87.94,80.19,65.79,41.49,0.32,197.8,1.96,364.7268,213.8253,61.16449915,0.194882852,93.0856,32.0224,10/22/24 9:31,10/22/24 11:18,binary
2038,1216,1249-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,11178.2913,78.1525,19.67,59.02,70.2,76.97,75.57,68.05,61.7,55.47,48.16,35.69,0.21,195.005,2.5,397.5697,334.9926,28.12373538,41.43673194,14.2257,181.2482,10/22/24 9:31,10/22/24 11:18,binary
2039,1216,1250-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,948,1,13283.0184,102.757,12.34,75.33,82.5,88.51,97.9,102.55,99.8,81.45,55.39,24.69,0.63,179.6665,1.75,291.5346,242.6061,37.80199544,38.71114854,32.3445,0.0668,10/22/24 9:31,10/22/24 11:18,binary
2040,1216,1251-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,948,1,5754.5507,71.6345,11.29,55.39,66.68,71.21,70.26,65.09,56.55,46.74,35.34,20.68,0.95,112.3575,1.57,201.4687,165.863,24.92457036,46.79500674,0.3896,75.9306,10/22/24 9:31,10/22/24 11:18,binary
2041,1216,1252-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,968,1,9116.963,80.1608,14.15,57.02,67.56,77.58,80.06,75.93,63.94,55.16,42.25,25.1,4.55,160.2183,2,343.1438,249.1653,33.15360587,29.44542873,24.0949,15.3021,10/22/24 9:31,10/22/24 11:18,binary
2042,1216,1253-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,2647.7796,40.635,18.06,35.48,38.16,38.05,37.41,36.66,34.83,31.61,25.8,17.2,0.75,85.14,2.1,26.6949,43.2666,43.84963694,32.52953828,9.3721,22.1996,10/22/24 9:31,10/22/24 11:18,binary
2043,1216,1254-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,968,1,4318.5625,68.2813,20.45,50,59.91,65.39,67.66,65.91,61.98,53.41,39.15,21.38,1.14,85.4291,1.25,141.8375,129.0111,49.94407441,40.56552949,12.6343,6.3065,10/22/24 9:31,10/22/24 11:18,binary
2044,1216,1255-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,950,1,3721.2406,68.7609,11.48,54.86,63.29,68.13,67.71,62.13,48.75,32.75,21.38,8.85,1.37,83.2923,1.21,114.6952,128.9988,44.54528114,7.180535498,2.772,1.386,10/22/24 9:31,10/22/24 11:18,binary
2045,1216,1256-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,967,1,2281.8997,53.8714,20.47,39.6,45.91,50.87,53.56,53.25,49.32,40.95,28.33,13.44,0.1,58.5244,1.09,59.5092,67.7845,58.92477322,36.36286858,0.1176,13.0972,10/22/24 9:31,10/22/24 11:18,binary
2046,1216,1257-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,967,1,5800.0965,74.3446,19.75,53.04,64.11,71.24,74.03,72.79,68.55,61.42,48.91,31.33,0.21,102.0558,1.37,182.8578,170.2738,50.54846629,54.19101404,43.2367,36.6186,10/22/24 9:31,10/22/24 11:18,binary
2047,1216,1258-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,968,1,2753.7192,57.2282,13.53,43.28,52.37,55.99,56.92,55.27,50.62,42.15,28.41,7.64,0.21,67.2483,1.18,90.6279,78.0789,50.90614111,34.3210528,0.0213,0.3201,10/22/24 9:31,10/22/24 11:18,binary
2048,1216,1259-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,958,1,1119.2662,37.062,21.82,29.55,33.83,36.12,36.96,36.33,34.24,30.07,24.43,14.51,0.21,38.7324,1.05,23.826,19.2919,54.59313426,62.84020431,0.436,6.1254,10/22/24 9:31,10/22/24 11:18,binary
2049,1216,1260-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,950,1,8897.3939,99.2979,13.69,76.03,89.82,96.24,98.56,94.24,82.66,64.65,40.01,16.43,0.11,129.0978,1.3,262.4773,274.6409,43.19126068,23.6906894,70.7975,3.0492,10/22/24 9:31,10/22/24 11:18,binary
2050,1217,1261-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,6908.2338,99.6525,22.57,76.43,90.19,97.5,99.65,98.04,92.56,83.31,66.86,34.72,0.11,90.1925,0.91,223.9139,155.9285,68.99549979,51.58912188,23.5285,3.8136,10/22/24 9:31,10/22/24 11:18,binary
2051,1217,1262-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,949,1,3451.616,66.402,10.96,57.97,64.08,65.98,63.56,57.34,47.43,36.26,25.93,11.49,0.21,76.0988,1.15,69.5989,88.34,55.84849993,11.68936918,1.2998,13.2421,10/22/24 9:31,10/22/24 11:18,binary
2052,1217,1263-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,968,1,3235.7767,53.4061,19.32,43.7,50.31,52.79,52.27,49.79,45.56,38.74,30.47,19.63,0.21,80.1608,1.5,65.3379,86.3915,58.0723235,24.68717373,24.2656,16.9667,10/22/24 9:31,10/22/24 11:18,binary
2053,1217,1264-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,7832.5373,86.645,20.64,70.3,81.81,85.89,83.74,76.43,66.11,54.93,42.78,24.4,0.75,128.0325,1.48,203.4593,260.2583,39.7760524,41.83770225,40.5162,3.3282,10/22/24 9:31,10/22/24 11:18,binary
2054,1217,1265-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,959,1,7706.5508,74.1573,16.27,49.54,58.83,65.5,70.09,71.03,69.57,64.35,51.52,36.19,0.21,137.3631,1.85,227.2408,174.85,36.30089792,52.99936492,1.5012,178.342,10/22/24 9:31,10/22/24 11:18,binary
2055,1217,1266-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,950,1,2284.1465,44.3313,19.48,33.17,39.7,42.44,43.8,42.54,38.54,30.85,19.69,10.21,0.11,72.8676,1.64,72.749,76.3415,38.40712729,27.18111109,14.5808,7.3625,10/22/24 9:31,10/22/24 11:18,binary
2056,1217,1267-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,959,1,6277.8787,73.9487,29.62,56.01,65.08,70.82,72.8,68.53,58.83,46,28.47,15.75,0.63,124.6385,1.69,258.0922,132.1193,9.218926138,41.67075647,32.8857,14.414,10/22/24 9:31,10/22/24 11:18,binary
2057,1217,1268-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,946,1,4468.5156,70.1848,6.45,55.39,63.42,67.97,69.97,68.7,64.37,56.44,44.18,26.95,0.63,83.1859,1.19,119.1993,112.9874,49.96974073,58.29857033,3.7875,25.652,10/22/24 9:31,10/22/24 11:18,binary
2058,1217,1269-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,7179.4359,87.8275,20.64,67.08,79.12,86.11,87.61,85.03,76.97,63.32,47.41,27.73,0.43,110.94,1.26,213.3284,190.8399,48.57633437,47.80475533,22.5116,14.8382,10/22/24 9:31,10/22/24 11:18,binary
2059,1217,1270-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,958,1,5890.2321,76.212,22.76,63.06,71.51,75.79,73.81,67.23,55.75,39.88,25.37,12.11,0.52,115.4664,1.52,164.6893,170.3461,20.44954761,35.65997383,8.6759,7.9238,10/22/24 9:31,10/22/24 11:18,binary
2060,1217,1271-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,958,1,3808.3018,57.5244,19.84,48.02,54.18,56.79,57.32,55.75,51.99,46.04,35.7,20.57,0.1,85.1904,1.48,105.5276,51.445,53.02487606,40.52917916,26.3656,1.2316,10/22/24 9:31,10/22/24 11:18,binary
2061,1217,1272-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,959,1,5059.9664,86.4647,28.06,59.35,74.37,83.75,86.46,83.86,75.1,58.41,35.46,16.69,0.1,84.483,0.98,179.234,170.8902,50.7302217,34.09497795,14.2726,7.4953,10/22/24 9:31,10/22/24 11:18,binary
2062,1217,1273-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,959,1,8325.6456,105.2387,27.54,77.6,92.41,102.01,104.3,102.42,99.5,90.22,72.91,41.2,0.1,102.6312,0.98,285.4733,201.2194,61.89717644,63.50775155,4.9932,42.5893,10/22/24 9:31,10/22/24 11:18,binary
2063,1217,1274-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,959,1,7958.3443,74.4702,21.17,65.5,73.32,74.26,72.7,68.21,61.22,54.97,46.73,31.08,1.88,137.7803,1.85,184.5753,132.0649,44.17367586,41.39671136,58.5154,28.1535,10/22/24 9:31,10/22/24 11:18,binary
2064,1217,1275-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,950,1,6380.9519,62.127,10.11,44.86,52.23,56.02,57.81,59.18,58.02,54.02,43.59,28.22,0.42,135.6264,2.18,127.0806,198.4214,23.36621958,50.95713111,45.4612,34.739,10/22/24 9:31,10/22/24 11:18,binary
2065,1217,1276-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,5752.1581,79.2275,7.63,69.44,77.08,78.91,75.25,69.44,63.53,53.96,36.34,15.16,0.54,101.5875,1.28,171.2752,109.923,47.36324664,29.37576542,0.0578,31.7335,10/22/24 9:31,10/22/24 11:18,binary
2066,1217,1277-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,6836.8294,65.8512,13.56,59.61,61.98,63.7,64.13,65.21,65.74,61.65,53.58,34.75,1.18,122.9868,1.87,67.6952,69.5129,54.01320436,44.84302565,25.1122,25.0659,10/22/24 9:31,10/22/24 11:18,binary
2067,1217,1278-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,949,1,2845.6224,56.0728,13.28,38.58,46.38,52.17,55.44,55.97,53.44,48.17,39.31,26.88,2,65.7696,1.17,76.942,93.1503,65.25835594,43.22853026,19.8854,19.6077,10/22/24 9:31,10/22/24 11:18,binary
2068,1217,1279-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,925,1,2986.2226,61.8332,15.57,51.02,57.08,60.54,61.83,61.18,58.48,52.64,44.1,28.65,0.43,60.1036,0.97,63.4061,61.1508,69.33760543,54.11135704,28.6414,5.3403,10/22/24 9:31,10/22/24 11:18,binary
2069,1217,1280-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,930,1,4389.7109,65.8975,15.05,50.74,57.84,59.34,58.05,54.82,46.44,40.1,36.34,33.43,0.32,96.32,1.46,129.4184,79.2874,68.816963,17.46802325,59.7574,48.9176,10/22/24 9:31,10/22/24 11:18,binary
2070,1217,1281-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,929,1,5973.8694,74.1364,11.73,55.52,68,73.71,73.49,72.09,67.03,56.49,37.98,13.56,2.91,111.7964,1.51,265.1654,197.3545,26.84050953,39.7376046,4.7585,2.4198,10/22/24 9:31,10/22/24 11:18,binary
2071,1217,1282-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,8877.98,83.3433,10.7,63.65,77.84,82.28,82.28,77.84,69.36,57.61,43.95,26.26,1.48,147.3069,1.77,270.4676,321.1024,50.44581646,20.86514157,14.0297,25.48,10/22/24 9:31,10/22/24 11:18,binary
2072,1217,1283-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,925,1,10739.73,88.4258,16.86,65.94,77.94,85.18,88.32,84.32,74.37,61.83,46.7,22.16,1.3,168.8522,1.91,222.3187,380.2848,42.98421048,23.74949449,9.9912,19.5033,10/22/24 9:31,10/22/24 11:18,binary
2073,1217,1284-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,7573.507,91.4976,41.09,66.93,82.71,90.54,90.12,80.17,61.53,50.62,47.44,37.06,2.12,117.9726,1.29,266.89,268.0003,36.76675504,54.65713144,112.036,76.642,10/22/24 9:31,10/22/24 11:18,binary
2074,1217,1285-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,1527.1207,50.1966,13.45,42.68,46.7,49.46,49.98,48.71,45.33,39.18,30.18,15.14,0.21,39.8184,0.79,38.1416,26.0296,67.93210044,53.80679269,0.1458,10.0036,10/22/24 9:31,10/22/24 11:18,binary
2075,1217,1286-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,925,1,15283.0835,97.7224,17.94,80.53,86.16,87.34,91.02,89.72,90.59,84.1,66.37,44.1,1.19,201.8227,2.07,129.4181,295.0967,58.45161295,3.254116142,71.4575,140.5311,10/22/24 9:31,10/22/24 11:18,binary
2076,1218,1287-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,953,1,13947.8138,90.5287,35.67,63.15,69.34,69.86,73.12,69.13,64.62,62.42,58.43,50.25,1.05,228.4722,2.52,240.7567,242.8475,56.66128195,1.645977498,321.9443,101.6991,10/22/24 9:31,10/22/24 11:18,binary
2077,1218,1288-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,953,1,9169.4985,108.5715,41.86,87.59,105.11,107.84,99.97,86.12,63.88,39.76,20.25,8.92,0.52,141.0905,1.3,359.9852,348.9922,24.72442139,4.5209579,6.1512,54.5579,10/22/24 9:31,10/22/24 11:18,binary
2078,1218,1289-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,954,1,5167.5313,78.8096,31.75,61.94,72.84,77.66,78.81,75.98,68.96,55.33,34.48,8.7,0.31,93.4816,1.19,141.154,183.1202,40.92963363,33.59750577,0.6809,0.011,10/22/24 9:31,10/22/24 11:18,binary
2079,1218,1290-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,954,1,12955.2865,82.5824,39.61,73.99,81.12,81.01,77.87,72.63,63.82,59.84,53.66,33.12,0.1,206.2464,2.5,186.503,304.8672,38.32553095,31.62779471,62.4386,72.3563,10/22/24 9:31,10/22/24 11:18,binary
2080,1218,1291-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,943,1,9809.9156,98.262,31.59,71.55,86.18,93.28,97.52,97.2,91.48,74.52,53,24.49,1.06,137.164,1.4,310.1361,313.3608,48.50353164,35.19585297,19.7754,39.2923,10/22/24 9:31,10/22/24 11:18,binary
2081,1218,1292-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,943,1,2607.4374,53.424,24.38,43.99,51.3,53.32,51.09,45.26,35.4,25.55,14.52,7.74,0.21,76.002,1.42,96.7644,76.7756,6.940983429,38.96231748,10.5506,2.5056,10/22/24 9:31,10/22/24 11:18,binary
2082,1218,1293-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,944,1,4650.6696,62.0574,30.71,47.87,57.19,61.42,61.95,57.72,46.28,36.22,29.97,17.58,0.11,106.7472,1.72,153.3289,148.1701,41.80976571,38.70318128,15.3867,4.8672,10/22/24 9:31,10/22/24 11:18,binary
2083,1218,1294-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,954,1,7466.7978,74.932,27.46,55.23,65.92,71.79,74.51,73.88,72.31,67.6,55.75,26.1,1.05,127.6464,1.7,196.4207,226.3824,50.67128664,45,14.4207,4.0308,10/22/24 9:31,10/22/24 11:18,binary
2084,1218,1295-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,953,1,7951.8718,73.9545,33.25,52.24,63.04,68.6,69.86,67.56,60.42,49.09,32.73,10.28,1.68,160.2872,2.17,230.9742,270.9627,25.23503985,16.22412993,0.2641,20.4675,10/22/24 9:31,10/22/24 11:18,binary
2085,1218,1296-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,945,1,4290.1976,79.1384,12.27,58.93,70.57,77.13,78.4,74.48,65.7,51.52,29.2,11.43,0.32,79.7732,1.01,144.7673,153.073,29.33526697,41.21943147,14.4734,2.9663,10/22/24 9:31,10/22/24 11:18,binary
2086,1218,1297-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,943,1,4595.4791,66.462,28.3,51.94,61.48,64.87,66.04,64.98,58.94,50.24,39.01,14.84,0.64,93.386,1.41,119.6971,150.4725,12.01147839,61.43605922,42.6069,0.0562,10/22/24 9:31,10/22/24 11:18,binary
2087,1218,1298-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,948,1,4264.3883,58.025,9.28,41.78,48.53,54.12,57.29,57.6,54.97,51.17,44.31,30.17,0.32,92.7345,1.6,116.1775,94.9633,46.58017247,57.92599912,18.6988,56.3636,10/22/24 9:31,10/22/24 11:18,binary
2088,1218,1299-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,953,1,12383.3186,111.9283,52.76,81.61,94.93,99.76,109.41,110.98,101.75,84.55,61.05,30.53,0.1,153.4687,1.37,325.4436,267.7166,38.48019825,51.48307369,19.158,9.2544,10/22/24 9:31,10/22/24 11:18,binary
2089,1218,1300-MAP-2024,F2,1629-CylindricalxFlat-F2,1629,948,1,6766.4018,66.9925,11.5,53.7,58.97,63.72,66.47,66.25,61.3,52.75,44.52,31.44,0.32,128.71,1.92,106.5276,157.7713,34.49605112,51.82237257,86.6379,35.1939,10/22/24 9:31,10/22/24 11:18,binary
